"Vendor Name","Reference Number","Contract Date","Description of Work","Start Date","End Date","Delivery Date","Contract Value","Comments","Fiscal Year","Quarter"
"FORD MOTOR COMPANY OF CANADA","CP22521","2012-11-30","1261  Road Motor Vehicles","","","2013-03-31","27,705.34","","2012-2013","3rd Quarter"
"Sharp Electronics of Canada c/o Pitney Bowes of Canada Ltd","CP22569","2012-12-13","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2013-01-01","2016-01-01","","13,343.04","","2012-2013","3rd Quarter"
"A.V. Bruce & Associates Inc.","CP18720","2012-12-17","0351  Communications Professional Services not Elsewhere Specified","2013-01-01","2013-12-31","","54,206.10","AMENDMENT Original Contract Value: $21,153.60  This contract is a multi-year contract.","2012-2013","3rd Quarter"
"Priority Personnel Inc.","CP22008","2012-12-17","0813  Temporary Help Services","2012-05-22","2013-01-31","","35,224.24","MULTIPLE AMENDMENTS Original Contract Value: $5,837.16 ","2012-2013","3rd Quarter"
"Subaru Canada Inc","CP22595","2012-12-20","1261  Road Motor Vehicles","","","2013-03-31","29,027.34","","2012-2013","3rd Quarter"
"Pitney Bowes Canada Ltd.","CP22599","2013-01-02","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2013-02-01","2018-01-31","","17,057.25","","2012-2013","4th Quarter"
"Subaru Canada Inc","CP22619","2013-01-08","1261  Road Motor Vehicles","","","2013-03-31","61,444.50","","2012-2013","4th Quarter"
"EAGLESPIRIT MARKETING INC.","CP22630","2013-01-09","1283  Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals)","","","2013-02-15","83,638.26","","2012-2013","4th Quarter"
"NORTHERN MICRO","CP22629","2013-01-09","1283  Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals)","","","2013-02-01","19,492.50","","2012-2013","4th Quarter"
"FREDERICTON CONVENTION CENTRE","CP22647","2013-01-11","0570  Rental - Other","2013-02-06","2013-02-07","","13,506.33","","2012-2013","4th Quarter"
"CRG Consulting","CP22545","2013-01-13","0491  Management Consulting","2013-01-14","2013-03-29","","18,080.00","","2012-2013","4th Quarter"
"EAGLESPIRIT MARKETING INC.","CP22658","2013-01-15","1283  Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals)","","","2013-02-28","58,050.23","","2012-2013","4th Quarter"
"Raymond Chabot Grant Thornton Consulting Inc.","CP22509","2013-01-23","0401  Accounting and Audit Services","2013-01-23","2013-03-28","","24,492.50","","2012-2013","4th Quarter"
"DELOITTE INC.","CP22695","2013-01-24","0491  Management Consulting","2013-01-24","2013-03-31","","20,303.84","","2012-2013","4th Quarter"
"DELTA ST.JOHN'S HOTEL & CONF.CENTRE","CP22718","2013-01-30","0332  Audio-visual Services","2013-02-11","2013-02-12","","12,345.25","","2012-2013","4th Quarter"
"EQUIFAX CANADA INC.","CP22677","2013-01-30","0859  Other Business Services not Elsewhere Specified","2013-01-30","2013-07-31","","17,967.00","","2012-2013","4th Quarter"
"IVAN'S AUDIO VISUAL & ELECTRONIC","CP22736","2013-02-04","1231  Office Furniture and Furnishings, Including Parts","","","2013-03-31","44,179.49","","2012-2013","4th Quarter"
"IVAN'S AUDIO VISUAL & ELECTRONIC","CP22759","2013-02-12","1231  Office Furniture and Furnishings, Including Parts","","","2013-03-28","10,483.38","","2012-2013","4th Quarter"
"Softchoice Corporation","CP22687","2013-02-12","1285  Application Software (including COTS) and Application Development and Delivery Software","","","2013-03-29","22,409.03","","2012-2013","4th Quarter"
"Chambre de commerce française au Canada - Réseau atlantique Inc.","CP22772","2013-02-13","0491  Management Consulting","2013-04-01","2015-03-31","","40,000.37","","2012-2013","4th Quarter"
"Mishkumi Technologies","CP22782","2013-02-13","1283  Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals)","","","2013-03-15","32,764.35","","2012-2013","4th Quarter"
"Softchoice Corporation","CP22780","2013-02-13","1284  Client Software","","","2013-03-08","11,390.40","","2012-2013","4th Quarter"
"Softchoice Corporation","CP22781","2013-02-13","1284  Client Software","","","2013-03-08","37,290.00","","2012-2013","4th Quarter"
"Concentric Energy Advisors, Inc.","CP22519","2013-02-14","0499  Other Professional Services not Elsewhere Specified","2013-02-18","2013-03-31","","76,000.00","","2012-2013","4th Quarter"
"Priority Personnel Inc.","CP22787","2013-02-14","0813  Temporary Help Services","2013-02-20","2013-05-31","","12,108.66","","2012-2013","4th Quarter"
"NORTHERN MICRO","CP22790","2013-02-15","1283  Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals)","","","2013-03-15","23,821.83","","2012-2013","4th Quarter"
"Priority Personnel Inc.","CP22008","2013-02-27","0813  Temporary Help Services","2012-05-22","2013-04-30","","47,502.41","MULTIPLE AMENDMENTS Original Contract Value: $5,837.16","2012-2013","4th Quarter"
"FPInnovations","CP22218","2013-03-01","0499  Other Professional Services not Elsewhere Specified","2013-03-01","2013-05-14","","55,798.00","","2012-2013","4th Quarter"
"Bulletproof Solutions Inc.","CP22540","2013-03-04","0473  Information Technology and Telecommunications Consultants","2013-03-04","2013-07-31","","61,020.00","","2012-2013","4th Quarter"
"Anthony Macauley Associates (Victoria) Inc.","CP22847","2013-03-07","0583  License/Maintenance fees for Application Software (including COTS) and Application Development and Delivery Software","2013-04-01","2014-03-31","","156,993.16","","2012-2013","4th Quarter"
"GOSS GILROY INC.","CP22606","2013-03-07","0401  Accounting and Audit Services","2013-03-08","2013-05-08","","22,946.06","","2012-2013","4th Quarter"
"NORTHERN MICRO","CP22870","2013-03-07","1283  Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals)","","","2013-03-28","24,950.40","","2012-2013","4th Quarter"
"Iron Mountain Canada Corporation","CP22825","2013-03-12","0859  Other Business Services not Elsewhere Specified","2013-03-15","2015-01-31","","20,340.00","","2012-2013","4th Quarter"
"Purolator Inc.","CP22925","2013-03-12","0213  Courier Services","2013-04-01","2014-03-31","","33,900.00","","2012-2013","4th Quarter"
"BACKMAN VIDCOM LTD.","CP22909","2013-03-13","1283  Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals)","","","2013-03-28","24,373.41","AMENDMENT Original Contract Value: $20,688.12","2012-2013","4th Quarter"
"A.V. Bruce & Associates Inc.","CP22971","2013-03-18","0341  Communications Research Services","2013-03-18","2013-03-31","","12,571.25","","2012-2013","4th Quarter"
"3D DATACOMM","CP22983","2013-03-19","1239  Other Office Equipment and Parts","","","2013-03-28","15,840.25","","2012-2013","4th Quarter"
"CEDROM-SNi","CP22922","2013-03-19","0351  Communications Professional Services not Elsewhere Specified","2013-04-01","2014-03-31","","14,196.24","","2012-2013","4th Quarter"
"A.V. Bruce & Associates Inc.","CP22505","2013-03-22","0499  Other Professional Services not Elsewhere Specified","2012-11-30","2013-09-30","","38,560.12","AMENDMENT Original Contract Value: $25,000.12","2012-2013","4th Quarter"
"Softchoice Corporation","CP22982","2013-03-22","0583  License/Maintenance fees for Application Software (including COTS) and Application Development and Delivery Software","2013-04-01","2014-03-31","","13,526.10","","2012-2013","4th Quarter"
"Loomis Express, a div of TFI Transport 22 L.P.","CP23010","2013-03-25","0213  Courier Services","2013-04-01","2014-03-31","","16,950.00","","2012-2013","4th Quarter"
"D & B","CP23023","2013-03-27","0859  Other Business Services not Elsewhere Specified","2013-03-28","2014-03-27","","13,899.00","","2012-2013","4th Quarter"
"ARI Financial Services","CP22996","2013-04-01","0682  Road Motor Vehicles - Non-military","2013-04-01","2014-03-31","","27,620.03","","2013-2014","1st Quarter"
"James Young","CP22948","2013-04-01","0499  Other Professional Services not Elsewhere Specified","2013-04-01","2014-03-31","","14,000.00","","2013-2014","1st Quarter"
"MICROSOFT SERVICES","CP23072","2013-04-01","0583  License/Maintenance fees for Application Software (including COTS) and Application Development and Delivery Software","2013-04-01","2014-03-31","","76,275.00","","2013-2014","1st Quarter"
"ROGER CLARK","CP22950","2013-04-01","0499  Other Professional Services not Elsewhere Specified","2013-04-01","2014-03-31","","16,500.00","","2013-2014","1st Quarter"
"Ron Arsenault","CP22949","2013-04-01","0499  Other Professional Services not Elsewhere Specified","2013-04-01","2014-03-31","","21,500.00","","2013-2014","1st Quarter"
"CANON CANADA INC.","CP23110","2013-04-16","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2013-05-01","2018-04-30","","11,959.92","","2013-2014","1st Quarter"
"CANMAC ECONOMICS LIMITED","CP22649","2013-04-17","0499  Other Professional Services not Elsewhere Specified","2013-04-22","2013-07-31","","77,193.75","","2013-2014","1st Quarter"
"OneSource Information Services, Inc.","CP22928","2013-04-17","0499  Other Professional Services not Elsewhere Specified","2013-04-17","2015-03-30","","17,920.00","","2013-2014","1st Quarter"
"PRINCIPAL RESEARCH ASSOCIATE, THE CONFERENCE BOARD OF CANADA","CP23116","2013-04-17","0499  Other Professional Services not Elsewhere Specified","2013-05-01","2014-04-30","","54,226.00","","2013-2014","1st Quarter"
"Bulletproof Solutions Inc.","CP22540","2013-04-25","0473  Information Technology and Telecommunications Consultants","2013-03-04","2013-09-30","","74,241.00","AMENDMENT Original Contract Value: $61,020.00","2013-2014","1st Quarter"
"A.V. Bruce & Associates Inc.","CP17702","2013-04-30","0351  Communications Professional Services not Elsewhere Specified","2013-07-01","2014-06-30","","257,640.00","AMENDMENT Original Contract Value: $58,195.00","2013-2014","1st Quarter"
"UNIVERSITE SAINTE ANNE HALIFAX","CP22984","2013-04-30","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2013-05-06","2013-12-20","","34,485.00","","2013-2014","1st Quarter"
"Priority Personnel Inc.","CP23069","2013-05-03","0813  Temporary Help Services","2013-05-06","2013-10-30","","27,709.44","MULTIPLE AMENDMENTS Original Contract Value: $2,421.74","2013-2014","1st Quarter"
"EQUIFAX CANADA INC.","CP23081","2013-05-13","0859  Other Business Services not Elsewhere Specified","2013-08-01","2015-07-31","","70,000.00","","2013-2014","1st Quarter"
"QUINTET CONSULTING CORPORATION","CP23245","2013-05-16","0859  Other Business Services not Elsewhere Specified","2013-05-16","2013-07-12","","64,678.38","","2013-2014","1st Quarter"
"Conference Board of Canada, The","CP23131","2013-05-21","0499  Other Professional Services not Elsewhere Specified","2013-06-17","2013-08-02","","24,000.00","","2013-2014","1st Quarter"
"ORACLE CORPORATION CANADA INC.","CP22675","2013-05-21","0583  License/Maintenance fees for Application Software (including COTS) and Application Development and Delivery Software","","","2013-07-12","63,606.11","","2013-2014","1st Quarter"
"Coentreprise Cité-Estrie","CP23268","2013-05-24","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2013-05-27","2013-12-12","","31,360.00","","2013-2014","1st Quarter"
"PITNEY BOWES OF CANADA LTD.","CP23284","2013-05-30","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2013-07-02","2018-06-30","","11,592.00","","2013-2014","1st Quarter"
"SKYRIDGE SYSTEMS INC.","CP23068","2013-06-05","0473  Information Technology and Telecommunications Consultants","2013-06-05","2013-10-31","","50,624.00","","2013-2014","1st Quarter"
"Adecco-Fredericton","CP23008","2013-06-18","0813  Temporary Help Services","2013-03-25","2013-08-09","","13,526.10","MULTIPLE AMENDMENTS Original Contract Value: $1,850.94","2013-2014","1st Quarter"
"Leslie Harris Centre of Regional Policy and Development (The)","CP23356","2013-07-03","0491  Management Consulting","2013-07-03","2013-12-31","","35,442.45","","2013-2014","2nd Quarter"
"Gestion Thério Ltée","CP23357","2013-07-04","1231  Office Furniture and Furnishings, Including Parts","","","2013-07-04","31,640.00","","2013-2014","2nd Quarter"
"Cossette Media","CP23366","2013-07-17","0301  Advertising Services","2013-07-17","2013-08-02","","12,863.90","","2013-2014","2nd Quarter"
"SKYRIDGE SYSTEMS INC.","CP23295","2013-07-26","0473  Information Technology and Telecommunications Consultants","2013-09-09","2014-03-31","","75,936.00","","2013-2014","2nd Quarter"
"Mishkumi Technologies","CP23406","2013-07-31","1283  Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals)","","","2013-09-30","80,577.15","","2013-2014","2nd Quarter"
"PRA Inc.","CP23163","2013-08-07","0401  Accounting and Audit Services","2013-08-09","2013-12-31","","28,730.25","","2013-2014","2nd Quarter"
"Priority Personnel Inc.","CP23270","2013-08-15","0813  Temporary Help Services","2013-05-27","2013-09-27","","16,673.72","MULTIPLE AMENDMENTS Original Contract Value: $6,353.71","2013-2014","2nd Quarter"
"Sharp Electronics of Canada c/o Pitney Bowes of Canada Ltd","CP23451","2013-08-27","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2013-09-01","2018-08-31","","11,661.60","","2013-2014","2nd Quarter"
"Sharp Electronics of Canada c/o Pitney Bowes of Canada Ltd","CP23449","2013-08-27","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2013-09-01","2018-08-31","","14,271.90","","2013-2014","2nd Quarter"
"Priority Personnel Inc.","CP23334","2013-09-03","0813  Temporary Help Services","2013-06-18","2013-12-31","","13,454.07","AMENDMENT Original Contract Value: $7,964.81","2013-2014","2nd Quarter"
"IMP GROUP LIMITED","CP22623","2013-09-04","0491  Management Consulting","2013-09-30","2013-12-20","","67,800.15","","2013-2014","2nd Quarter"
"Priority Personnel Inc.","CP23506","2013-09-20","0813  Temporary Help Services","2013-09-23","2014-01-03","","13,051.50","","2013-2014","2nd Quarter"
"Alliance Francaise","CP23528","2013-09-30","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2013-09-30","2014-03-31","","36,400.00","","2013-2014","2nd Quarter"
"Université Sainte-Anne Halifax","CP23527","2013-09-30","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2013-09-30","2014-03-31","","34,000.00","","2013-2014","2nd Quarter"
"Priority Personnel Inc.","CP23069","2013-10-17","0813  Temporary Help Services","2013-04-08","2014-03-31","","47,331.20","MULTIPLE AMENDMENTS Original Contract Value: $2,421.74 Temp Help to provide Administrative services.","2013-2014","3rd Quarter"
"La Société Nationale de l'Acadie","CP23371","2013-10-18","0491  Management Consulting","2013-12-01","2015-11-30","","40,000.00","Canadian co-chairmanship of Society/Education/Culture working subcommittee for the Canada-France Joint Commission on Regional Co-operation (Saint-Pierre et Miquelon)","2013-2014","3rd Quarter"
"Haisley Millar Consulting Group Inc.","CP23398","2013-10-22","0499  Other Professional Services not Elsewhere Specified","2013-10-30","2014-02-28","","20,024.00","Professional fees for a Renewable Energy Compatibility Study.  ","2013-2014","3rd Quarter"
"GENERAL MOTORS OF CANADA LIMITED","CP23592","2013-10-29","1261  Road Motor Vehicles","","","2014-03-31","22,571.75","","2013-2014","3rd Quarter"
"Ference Weicker & Company","CP23261","2013-10-30","0401  Accounting and Audit Services","2013-10-30","2014-09-30","","249,730.00","Prof. services in support of the evaluation of the Innovation & Commercialization sub-program.","2013-2014","3rd Quarter"
